Using format: helloTime                            , Mag X               , Mag Y               , Mag Z               , Gyro X              , Gyro Y              , Gyro Z              , Accel X             , Accel Y             , Accel Z             
                   1530072016.51,                 64.0,              -21.375,              10.5625, -0.001111111111111111, -0.001111111111111111, -0.001111111111111111,                -2.89,                 9.19,                -1.66
                   1530072016.52,               64.375,              -21.375,              10.5625,                  0.0,                  0.0, 0.002222222222222222,                -2.89,    9.199999999999999,                -1.68
                   1530072016.54,               64.375,              -21.375,              10.5625, 0.001111111111111111, -0.001111111111111111, 0.005555555555555556,                -2.89,                 9.18,                -1.75
                   1530072016.55,               64.375,              -21.375,              10.5625, -0.001111111111111111, 0.002222222222222222, 0.002222222222222222,                -2.89,                 9.19,                -1.64
                   1530072016.56,               64.375,              -21.375,              10.5625, 0.001111111111111111, 0.004444444444444444, 0.001111111111111111,                -2.88,                 9.18,                -1.62
                   1530072016.58,                63.25,               -21.75,              10.1875, 0.001111111111111111, 0.001111111111111111, 0.002222222222222222,                -2.89,    9.210000000000001,                -1.64
                   1530072016.59,                63.25,               -21.75,              10.1875,                  0.0, 0.001111111111111111,                  0.0,                -2.89,    9.210000000000001,                -1.74
                   1530072016.61,                63.25,               -21.75,              10.1875, 0.002222222222222222, 0.001111111111111111, 0.002222222222222222,                -2.88,                 9.18,                -1.67
                   1530072016.62,              65.0625,               -21.75,                 9.75, -0.001111111111111111, 0.002222222222222222, 0.002222222222222222,                -2.89,                 9.19,                -1.63
                   1530072016.63,              65.0625,               -21.75,                 9.75,                  0.0, 0.003333333333333334, 0.002222222222222222,                -2.89,                 9.19,                -1.75
                   1530072016.65,              65.0625,               -21.75,                 9.75, -0.001111111111111111, -0.002222222222222222, 0.004444444444444444,                -2.88,                 9.19,                -1.65
                   1530072016.66,              65.0625,               -21.75,                 9.75, -0.001111111111111111,                  0.0, -0.002222222222222222,                -2.89,                 9.18,                -1.64
                   1530072016.68,               64.375,              -21.375,               10.875,                  0.0, -0.001111111111111111, 0.002222222222222222,                 -2.9,    9.199999999999999,                -1.64
                   1530072016.69,               64.375,              -21.375,               10.875, 0.001111111111111111,                  0.0, 0.003333333333333334,                -2.87,    9.220000000000001,                -1.74
                    1530072016.7,               64.375,              -21.375,               10.875, 0.001111111111111111, -0.002222222222222222, -0.002222222222222222,                -2.91,                 9.18,                -1.68
                   1530072016.71,               64.375,              -21.375,               10.875, -0.002222222222222222, -0.005555555555555556,                  0.0,                -2.89,                 9.19,                -1.62
                   1530072016.73,               62.875,               -21.75,              10.1875,                  0.0, -0.002222222222222222, 0.004444444444444444,                -2.89,    9.199999999999999,                -1.69
                   1530072016.74,               62.875,               -21.75,              10.1875,                  0.0, 0.001111111111111111, 0.003333333333333334,                -2.88,                 9.19,                -1.76
                   1530072016.75,               62.875,               -21.75,              10.1875,                  0.0, 0.002222222222222222, 0.001111111111111111,                -2.89,                 9.16,                 -1.7
                   1530072016.77,               62.875,               -21.75,              10.1875, 0.002222222222222222, 0.002222222222222222, 0.002222222222222222,                -2.89,                 9.18,                -1.65
                   1530072016.78,                63.25,              -21.375,                  9.0,                  0.0, 0.002222222222222222, -0.001111111111111111,                -2.87,                 9.18,                -1.73
                    1530072016.8,                63.25,              -21.375,                  9.0,                  0.0, 0.002222222222222222, 0.001111111111111111,                -2.86,                 9.19,                -1.73
                   1530072016.81,                63.25,              -21.375,                  9.0,                  0.0,                  0.0, -0.002222222222222222,                 -2.9,                 9.18,                -1.63
                   1530072016.83,               64.375,              -21.375,              10.5625, 0.002222222222222222, 0.002222222222222222, 0.004444444444444444,                -2.89,                 9.19,                -1.63
                   1530072016.84,               64.375,              -21.375,              10.5625,                  0.0, 0.002222222222222222, 0.005555555555555556,                -2.89,                 9.19,                -1.71
                   1530072016.86,               64.375,              -21.375,              10.5625,                  0.0, 0.002222222222222222, -0.003333333333333334,                -2.89,    9.199999999999999,                -1.66
                   1530072016.88,                 64.0,              -21.375,              10.1875, 0.001111111111111111, -0.001111111111111111, 0.002222222222222222,                -2.88,    9.199999999999999,                -1.62
                   1530072016.89,                 64.0,              -21.375,              10.1875, -0.001111111111111111,                  0.0,                  0.0,                -2.89,                 9.18,                 -1.7
                   1530072016.91,                 64.0,              -21.375,              10.1875, 0.002222222222222222, 0.004444444444444444, 0.001111111111111111,                -2.89,                 9.19,                -1.67
                   1530072016.92,                64.75,              -21.375,                 9.75, -0.001111111111111111, 0.001111111111111111, 0.001111111111111111,                -2.88,                 9.18,                -1.66
                   1530072016.93,                64.75,              -21.375,                 9.75,                  0.0, -0.001111111111111111, 0.002222222222222222,                -2.88,                 9.19,                -1.68
